incident_id;event;timestamp;active;reassignment_count;reopen_count;sys_mod_count;made_sla;caller_id;opened_by;opened_at;sys_created_by;sys_created_at;sys_updated_by;contact_type;location;category;subcategory;u_symptom;cmdb_ci;impact;urgency;priority;assignment_group;assigned_to;knowledge;u_priority_confirmation;notify;problem_id;rfc;vendor;caused_by;closed_code;resolved_by;resolved_at;closed_at
INC0000057;N;29/2/2016 06:38;true;0;0;1;true;Caller 4416;Opened by  8;29/2/2016 06:10;?;?;Updated by 21;Phone;Location 204;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;?;?;?;?;code 10;Resolved by 5;1/3/2016 02:55;6/3/2016 03:00
INC0000057;N;29/2/2016 10:06;true;0;0;2;true;Caller 4416;Opened by  8;29/2/2016 06:10;?;?;Updated by 451;Phone;Location 204;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 10;Resolved by 5;1/3/2016 02:55;6/3/2016 03:00
INC0000057;N;1/3/2016 02:53;true;0;0;3;true;Caller 4416;Opened by  8;29/2/2016 06:10;?;?;Updated by 21;Phone;Location 204;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 10;Resolved by 5;1/3/2016 02:55;6/3/2016 03:00
INC0000057;N;1/3/2016 02:54;true;0;0;4;true;Caller 4416;Opened by  8;29/2/2016 06:10;?;?;Updated by 21;Phone;Location 204;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;Problem ID  2;?;?;?;code 10;Resolved by 5;1/3/2016 02:55;6/3/2016 03:00
INC0000057;R;1/3/2016 02:55;true;0;0;5;true;Caller 4416;Opened by  8;29/2/2016 06:10;?;?;Updated by 21;Phone;Location 204;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 6;true;false;Do Not Notify;Problem ID  2;?;?;?;code 10;Resolved by 5;1/3/2016 02:55;6/3/2016 03:00
INC0000057;C;6/3/2016 03:00;false;0;0;6;true;Caller 4416;Opened by  8;29/2/2016 06:10;?;?;Updated by 908;Phone;Location 204;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 6;true;false;Do Not Notify;Problem ID  2;?;?;?;code 10;Resolved by 5;1/3/2016 02:55;6/3/2016 03:00
INC0000060;N;29/2/2016 06:42;true;0;0;0;true;Caller 4491;Opened by  180;29/2/2016 06:38;Created by 81;29/2/2016 06:42;Updated by 340;Phone;Location 204;Category 9;Subcategory 97;Symptom 450;?;2 - Medium;2 - Medium;3 - Moderate;Group 25;Resolver 125;true;false;Do Not Notify;?;?;?;?;code 3;Resolved by 113;2/3/2016 12:06;7/3/2016 13:00
INC0000060;A;2/3/2016 08:52;true;0;0;1;true;Caller 4491;Opened by  180;29/2/2016 06:38;Created by 81;29/2/2016 06:42;Updated by 465;Phone;Location 204;Category 9;Subcategory 97;Symptom 450;?;2 - Medium;2 - Medium;3 - Moderate;Group 25;Resolver 125;true;false;Do Not Notify;?;?;?;?;code 3;Resolved by 113;2/3/2016 12:06;7/3/2016 13:00
INC0000060;R;2/3/2016 12:06;true;0;0;2;true;Caller 4491;Opened by  180;29/2/2016 06:38;Created by 81;29/2/2016 06:42;Updated by 465;Phone;Location 204;Category 9;Subcategory 97;Symptom 450;?;2 - Medium;2 - Medium;3 - Moderate;Group 25;Resolver 125;true;false;Do Not Notify;?;?;?;?;code 3;Resolved by 113;2/3/2016 12:06;7/3/2016 13:00
INC0000060;C;7/3/2016 13:00;false;0;0;3;true;Caller 4491;Opened by  180;29/2/2016 06:38;Created by 81;29/2/2016 06:42;Updated by 908;Phone;Location 204;Category 9;Subcategory 97;Symptom 450;?;2 - Medium;2 - Medium;3 - Moderate;Group 25;Resolver 125;true;false;Do Not Notify;?;?;?;?;code 3;Resolved by 113;2/3/2016 12:06;7/3/2016 13:00
INC0000062;N;29/2/2016 07:26;true;0;0;0;true;Caller 3765;Opened by  180;29/2/2016 06:58;Created by 81;29/2/2016 07:26;Updated by 340;Phone;Location 93;Category 53;Subcategory 168;Symptom 232;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 15:51;5/3/2016 16:00
INC0000062;N;29/2/2016 07:29;true;0;0;1;true;Caller 3765;Opened by  180;29/2/2016 06:58;Created by 81;29/2/2016 07:26;Updated by 340;Phone;Location 93;Category 53;Subcategory 168;Symptom 232;?;1 - High;2 - Medium;2 - High;Group 70;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 15:51;5/3/2016 16:00
INC0000062;N;29/2/2016 07:34;true;1;0;2;true;Caller 3765;Opened by  180;29/2/2016 06:58;Created by 81;29/2/2016 07:26;Updated by 340;Phone;Location 93;Category 53;Subcategory 168;Symptom 232;?;1 - High;2 - Medium;2 - High;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 15:51;5/3/2016 16:00
INC0000062;N;29/2/2016 11:23;true;1;0;3;true;Caller 3765;Opened by  180;29/2/2016 06:58;Created by 81;29/2/2016 07:26;Updated by 804;Phone;Location 93;Category 53;Subcategory 168;Symptom 232;?;1 - High;2 - Medium;2 - High;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 15:51;5/3/2016 16:00
INC0000062;N;29/2/2016 11:28;true;1;0;4;true;Caller 3765;Opened by  180;29/2/2016 06:58;Created by 81;29/2/2016 07:26;Updated by 804;Phone;Location 93;Category 53;Subcategory 168;Symptom 232;?;1 - High;2 - Medium;2 - High;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 15:51;5/3/2016 16:00
INC0000062;N;29/2/2016 15:51;true;1;0;5;true;Caller 3765;Opened by  180;29/2/2016 06:58;Created by 81;29/2/2016 07:26;Updated by 241;Phone;Location 93;Category 53;Subcategory 168;Symptom 232;?;1 - High;2 - Medium;2 - High;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 15:51;5/3/2016 16:00
INC0000062;R;29/2/2016 15:51;true;1;0;6;true;Caller 3765;Opened by  180;29/2/2016 06:58;Created by 81;29/2/2016 07:26;Updated by 241;Phone;Location 93;Category 53;Subcategory 168;Symptom 232;?;1 - High;2 - Medium;2 - High;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 15:51;5/3/2016 16:00
INC0000062;C;5/3/2016 16:00;false;1;0;7;false;Caller 3765;Opened by  180;29/2/2016 06:58;Created by 81;29/2/2016 07:26;Updated by 908;Phone;Location 93;Category 53;Subcategory 168;Symptom 232;?;1 - High;2 - Medium;2 - High;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 15:51;5/3/2016 16:00
INC0000063;N;29/2/2016 07:17;true;0;0;0;true;Caller 2146;Opened by  180;29/2/2016 07:08;Created by 81;29/2/2016 07:17;Updated by 340;Phone;Location 93;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:01;5/3/2016 17:00
INC0000063;N;29/2/2016 07:23;true;0;0;1;true;Caller 2146;Opened by  180;29/2/2016 07:08;Created by 81;29/2/2016 07:17;Updated by 340;Phone;Location 93;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:01;5/3/2016 17:00
INC0000063;N;29/2/2016 07:27;true;0;0;2;true;Caller 2146;Opened by  180;29/2/2016 07:08;Created by 81;29/2/2016 07:17;Updated by 340;Phone;Location 93;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:01;5/3/2016 17:00
INC0000063;N;29/2/2016 07:46;true;0;0;3;true;Caller 2146;Opened by  180;29/2/2016 07:08;Created by 81;29/2/2016 07:17;Updated by 60;Phone;Location 93;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:01;5/3/2016 17:00
INC0000063;N;29/2/2016 07:46;true;1;0;4;true;Caller 2146;Opened by  180;29/2/2016 07:08;Created by 81;29/2/2016 07:17;Updated by 60;Phone;Location 93;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:01;5/3/2016 17:00
INC0000063;N;29/2/2016 16:01;true;1;0;5;true;Caller 2146;Opened by  180;29/2/2016 07:08;Created by 81;29/2/2016 07:17;Updated by 241;Phone;Location 93;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:01;5/3/2016 17:00
INC0000063;R;29/2/2016 16:01;true;1;0;6;true;Caller 2146;Opened by  180;29/2/2016 07:08;Created by 81;29/2/2016 07:17;Updated by 241;Phone;Location 93;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:01;5/3/2016 17:00
INC0000063;C;5/3/2016 17:00;false;1;0;7;true;Caller 2146;Opened by  180;29/2/2016 07:08;Created by 81;29/2/2016 07:17;Updated by 908;Phone;Location 93;Category 20;Subcategory 125;Symptom 471;?;2 - Medium;2 - Medium;3 - Moderate;Group 23;?;true;false;Do Not Notify;?;?;?;?;code 7;Resolved by 62;29/2/2016 16:01;5/3/2016 17:00
INC0000064;N;29/2/2016 07:14;true;0;0;0;true;Caller 2838;Opened by  131;29/2/2016 07:10;Created by 62;29/2/2016 07:14;Updated by 265;Phone;Location 143;Category 53;Subcategory 168;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 78;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 71;3/3/2016 16:00;8/3/2016 17:00
INC0000064;N;29/2/2016 07:16;true;0;0;1;true;Caller 2838;Opened by  131;29/2/2016 07:10;Created by 62;29/2/2016 07:14;Updated by 265;Phone;Location 143;Category 53;Subcategory 168;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 78;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 71;3/3/2016 16:00;8/3/2016 17:00
INC0000064;A;29/2/2016 13:12;true;0;0;2;true;Caller 2838;Opened by  131;29/2/2016 07:10;Created by 62;29/2/2016 07:14;Updated by 723;Phone;Location 143;Category 53;Subcategory 168;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 186;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 71;3/3/2016 16:00;8/3/2016 17:00
INC0000064;A;29/2/2016 13:13;true;1;0;3;true;Caller 2838;Opened by  131;29/2/2016 07:10;Created by 62;29/2/2016 07:14;Updated by 723;Phone;Location 143;Category 53;Subcategory 168;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;?;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 71;3/3/2016 16:00;8/3/2016 17:00
INC0000064;A;2/3/2016 09:17;true;1;0;4;true;Caller 2838;Opened by  131;29/2/2016 07:10;Created by 62;29/2/2016 07:14;Updated by 307;Phone;Location 143;Category 53;Subcategory 168;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 71;3/3/2016 16:00;8/3/2016 17:00
INC0000064;A;2/3/2016 12:00;true;1;0;5;true;Caller 2838;Opened by  131;29/2/2016 07:10;Created by 62;29/2/2016 07:14;Updated by 307;Phone;Location 143;Category 53;Subcategory 168;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 71;3/3/2016 16:00;8/3/2016 17:00
INC0000064;A;3/3/2016 16:00;true;1;0;6;true;Caller 2838;Opened by  131;29/2/2016 07:10;Created by 62;29/2/2016 07:14;Updated by 307;Phone;Location 143;Category 53;Subcategory 168;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 71;3/3/2016 16:00;8/3/2016 17:00
INC0000064;R;3/3/2016 16:00;true;1;0;7;true;Caller 2838;Opened by  131;29/2/2016 07:10;Created by 62;29/2/2016 07:14;Updated by 307;Phone;Location 143;Category 53;Subcategory 168;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 71;3/3/2016 16:00;8/3/2016 17:00
INC0000064;C;8/3/2016 17:00;false;1;0;8;true;Caller 2838;Opened by  131;29/2/2016 07:10;Created by 62;29/2/2016 07:14;Updated by 908;Phone;Location 143;Category 53;Subcategory 168;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 28;Resolver 78;true;false;Do Not Notify;?;?;?;?;code 6;Resolved by 71;3/3/2016 16:00;8/3/2016 17:00
INC0000065;N;29/2/2016 07:46;true;0;0;0;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 265;Phone;Location 108;Category 44;Subcategory 229;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 5;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;N;29/2/2016 07:55;true;0;0;2;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 265;Phone;Location 108;Category 44;Subcategory 229;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 5;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;N;29/2/2016 08:26;true;0;0;3;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 967;Phone;Location 108;Category 44;Subcategory 229;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 5;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;N;29/2/2016 08:26;true;1;0;4;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 967;Phone;Location 108;Category 44;Subcategory 229;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;N;29/2/2016 09:19;true;2;0;5;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 798;Phone;Location 108;Category 45;Subcategory 229;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 15;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;N;29/2/2016 09:26;true;2;0;6;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 653;Phone;Location 108;Category 45;Subcategory 229;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 15;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;N;29/2/2016 09:27;true;3;0;7;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 653;Phone;Location 108;Category 45;Subcategory 229;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;N;29/2/2016 11:17;true;4;0;8;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 750;Phone;Location 108;Category 45;Subcategory 229;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 12;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;N;29/2/2016 14:51;true;5;0;9;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 798;Phone;Location 108;Category 45;Subcategory 229;Symptom 580;?;2 - Medium;2 - Medium;3 - Moderate;Group 15;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;N;1/3/2016 16:52;true;6;0;10;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 164;Phone;Location 108;Category 45;Subcategory 94;Symptom 311;?;2 - Medium;2 - Medium;3 - Moderate;Group 33;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;W;2/3/2016 15:17;true;6;0;11;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 862;Phone;Location 108;Category 45;Subcategory 94;Symptom 311;?;2 - Medium;2 - Medium;3 - Moderate;Group 33;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;R;2/3/2016 15:21;true;6;0;12;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 862;Phone;Location 108;Category 45;Subcategory 94;Symptom 311;?;2 - Medium;2 - Medium;3 - Moderate;Group 33;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000065;C;7/3/2016 16:00;false;6;0;13;true;Caller 5323;Opened by  131;29/2/2016 07:38;Created by 62;29/2/2016 07:46;Updated by 908;Phone;Location 108;Category 45;Subcategory 94;Symptom 311;?;2 - Medium;2 - Medium;3 - Moderate;Group 33;Resolver 216;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 197;2/3/2016 15:21;7/3/2016 16:00
INC0000066;N;29/2/2016 08:18;true;0;0;0;true;Caller 3796;Opened by  24;29/2/2016 08:03;Created by 13;29/2/2016 08:18;Updated by 60;Phone;Location 161;Category 55;Subcategory 185;?;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;?;true;false;Do Not Notify;?;?;?;?;code 5;Resolved by 208;2/3/2016 14:37;7/3/2016 15:00
INC0000066;N;29/2/2016 11:10;true;1;0;1;true;Caller 3796;Opened by  24;29/2/2016 08:03;Created by 13;29/2/2016 08:18;Updated by 750;Phone;Location 161;Category 55;Subcategory 185;?;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;?;?;?;?;code 5;Resolved by 208;2/3/2016 14:37;7/3/2016 15:00
INC0000066;R;2/3/2016 14:37;true;1;0;2;true;Caller 3796;Opened by  24;29/2/2016 08:03;Created by 13;29/2/2016 08:18;Updated by 874;Phone;Location 161;Category 55;Subcategory 185;?;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;?;?;?;?;code 5;Resolved by 208;2/3/2016 14:37;7/3/2016 15:00
INC0000066;C;7/3/2016 15:00;false;1;0;3;true;Caller 3796;Opened by  24;29/2/2016 08:03;Created by 13;29/2/2016 08:18;Updated by 908;Phone;Location 161;Category 55;Subcategory 185;?;?;2 - Medium;2 - Medium;3 - Moderate;Group 54;?;true;false;Do Not Notify;?;?;?;?;code 5;Resolved by 208;2/3/2016 14:37;7/3/2016 15:00
INC0000067;N;29/2/2016 08:05;true;0;0;0;true;Caller 442;Opened by  180;29/2/2016 08:03;Created by 81;29/2/2016 08:05;Updated by 340;Phone;Location 143;Category 9;Subcategory 110;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 236;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 215;2/3/2016 11:11;7/3/2016 12:00
INC0000067;N;29/2/2016 08:13;true;0;0;1;true;Caller 442;Opened by  180;29/2/2016 08:03;Created by 81;29/2/2016 08:05;Updated by 340;Phone;Location 143;Category 9;Subcategory 110;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 236;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 215;2/3/2016 11:11;7/3/2016 12:00
INC0000067;N;29/2/2016 08:15;true;0;0;2;true;Caller 442;Opened by  180;29/2/2016 08:03;Created by 81;29/2/2016 08:05;Updated by 340;Phone;Location 143;Category 9;Subcategory 110;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 236;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 215;2/3/2016 11:11;7/3/2016 12:00
INC0000067;A;29/2/2016 08:16;true;0;0;3;true;Caller 442;Opened by  180;29/2/2016 08:03;Created by 81;29/2/2016 08:05;Updated by 340;Phone;Location 143;Category 9;Subcategory 110;Symptom 470;?;2 - Medium;2 - Medium;3 - Moderate;Group 70;Resolver 17;true;false;Do Not Notify;?;?;?;?;code 1;Resolved by 215;2/3/2016 11:11;7/3/2016 12:00
